cena,lokacija,velikost,leto,vrsta,podvrsta,prodajalec,opis 
"238.000,00",LJ. CENTER,"52,1",1960,Stanovanje, 2-sobno,Lares nepremičninska družba d.o.o. ,"Stanovanje se nahaja na odlični lokaciji v samem centru mesta. Stanovanje je bilo leta 2010 popolnoma obnovljeno. Obnovljene so bile vse instalacije, kopalnica, okna, ki imajo tudi zunanje rolete, nov estrih, talne obloge....Ob obnovi je bil popolnoma spremenjen tloris in prilagojen današnjemu bivalnemu standardu. Nova je bila tudi vsa oprema, ki je izdelana po meri, s kvalitetnimi materiali. Iz predsobe je odprt prehod v kuhinjo z jedilnico. Kuhinja je prav tako izdelana po meri. Iz kuhinje je prehod  v utility. Dnevana soba je svetla in velika in je prav tako v celoti opremljena. Del dnevne sobe je urejen v delovni kotiček. Iz dnevne sobe  je prehod v spalnico, kjer je zopet dovolj vgradnih garderobnih omar. Stanovanje ima zelo funkcionalen tloris.  Stanovanje se nahaja v urejenem večstanovanjskem objektu. Na objektu je bila pred kratkim izdelana  nova fasada z izolacijo, ima dve novi dvigali, urejen je dostop in vhod v stavbo, izvedene so nove klančnine za dostop z vozičkom. Začasno parkiranje je možno pred samo stavbo. V bloku je tudi kolesarnica, skupna terasa. Lokacija je v bližini šole, vrtca, trgovin in vse druge infrastrukture v centru mesta. Parkiranje je možno urediti v bližnjih garažnih hišah.  Pogoji prodaje: cena je 238.000 eur. Stanovanje je takoj na voljo za prevzem. Pogoj prodajalca je , da 2 % davek na promet nepremičnin, plača kupec. "
"650.000,00",LJ. CENTER,117,1775,Stanovanje, 3-sobno,"STAN nepremičnine d.o.o., Ljubljana ","V zgodovinsko obarvani hiši vam v nakup ponujamo 3- sobno stanovanje, ki se nahaja na fantastični lokaciji s pogledom na Tromostovje. Kot je razvidno je bilo stanovanje v celoti tudi adaptirano in ponuja staro meščanski pridih. Ne samo stavba in prihod v stanovanje ampak tudi notranjost. Za nakup stanovanja v imenitni stavbi s pridihom zgodovine smo vam na voljo. Parkiranje je omogočeno v parkirni hiši. Dobrodošli na ogledu. V agenciji Stan nepremičnine vam ponujamo BREZPLAČEN POSVET pri prodaji vaše nepremičnine in nakupu nepremičnine, ki najbolj ustreza vašim željam in življenjskem slogu. Stopite v stik z nami in si rezervirajte vam ustrezen termin."
"244.000,00","LJ. BEŽIGRAD, BRATOVŠEVA PLOŠČAD","82,2",1972,Stanovanje, 4-sobno,"NC nepremičnine, Nenad Cicmil s.p. ","Stanovanje je svetlo in vzdrževano z visokimi stropi  in opremljeno z vso osnovno opremo, primerno tako za bivanje kot tudi za oddajanje. Možno ga je preurediti v poslovni prostor za mirno dejavnost.Stanovanje je bilo do sedaj namenjeno oddajanju, zato je razdeljeno na več manjših sob ( stanovanje se lahko oddaja kot celota ali kot posamezne sobe s souporabo skupnih prostorov ) med katerimi so predelne stene, ki se jih da odstraniti in stanovanje urediti po Vaši želji. Stanovanje je trenutno brez najemnikov in je takoj vseljivo.Stanovanje ima vse priključke, ogrevanje je je na toplovod, mesečni stroški so zaradi lege stanovanja in napeljave izjemno nizki (cca 150 eur/mesec).Osnovni podatki:· površina nepremičnine 82,20 m2, · visoki stropi 3,00 m,· odlična lokacija za Bežigradom,· možnost najema abonentskega parkirnega mesta na parkirišču (MOL) v neposredni bližini,· neposredna bližina vrtca in šole 100 m,· bližina mestnega prometa,· bližina  železniške postaje Ljubljana Ježica,· bližina živilske trgovine, banke, cvetličarne 200 m,· nepremičnina je vpisana v ZK in je bremen prosta. Vabljeni na ogled!Prodajalčev pogoj je, da kupec poravna del stroška nepremičninske družbe v višini 2% od prodajne cene nepremičnine.Za vse dodatne informacije in termin ogleda nas pokličite na tel. št. +386 64 249 457 ali pa nam pišite na info@nc-nepremicnine.si."
"407.000,00",LJ. CENTER,118,1898,Stanovanje, 3,RCN d.o.o. ,"Prodamo 3 sobno stanovanje v samem centru Ljubljane na Rimski ulici v Ljubljani. Stanovanje obsega 118m2 stanovanjske površine, ki jo sestavlja velik hodnik s predsobo, kuhinja, kopalnica z wcjem, jedilnica, spalnica, dnevna soba in pa večja shramba v stanovanju. Pripada mu tudi dodatna shramba v kleti.   Okna na dvorišče so bila menjana 2008, na severno stran so bila obnovljena istega leta.  Kanalizacija je bila urejena 1993, vodovodne inštalacije leta 2005.  Električne inštalacije so bile menjane leta 2013, prav tako urejeni novi števci.  Na skupnih hodnikih so bili izdelani novi ometi leta 2015. Takrat so tudi premaknili vse inštalacije iz nadometnih v podometne, tako da sedaj kabli in kanali ne kazijo izgleda.  Stanovanje ima tudi domofon, telefon in kabelski internet/TV Telemach.  Dvigalo je predvideno v bližnji prihodnosti.  Ogrevanje je na mestni toplovod.  Za boljšo predstavo stanovanja si poglejte video predstavitev stanovanja: https://youtu.be/KZoBYCocsy8  ali pa se sprehodite po 360 predstavitvi stanovanja: https://players.cupix.com/p/lzahsyNe  Za več informacij in oglede sem vam na voljo."
"419.000,00",LJ. CENTER,"118,6",1977,Stanovanje, 4,"Stoja trade, d.o.o., Ljubljana ","Prodamo prostorno 4,5 sobno stanovanje v centru mesta s pogledom na Ljubljanico ter Lj grad!    Stanovanje, ki meri 118,60m2 bruto, ter 104m2 neto, ima odlično razporeditev in obsega: predprostor/osrednji hodnik, kopalnico, sanitarije, velik dnevno bivalni prostor z izhodom na balkon s zahodno lego, kuhinjo z jedilnico ter izhodom na balkon, ki ima severno lego, prvo spalnico ter otroško sobo. Na drugi strani hodnika pa drugo kopalnico, ter dve veliki spalnici.     Stanovanje ima velik potencial, je pa potrebno manjše osvežitve. Delno prenovljeno: okna PVC + rolete ter protivlomna vrata leta 2017, inštalacije 10 let nazaj. Ogrevanje je na mestni plin. Povprečni mesečni stroški znašajo cca 180eur. Stavba ima dvigalo. Lastniška garaža dostopna z dvigalom pod stavbo, prav tako kletni prostor.     Idelano za družino ali investicijo. Lepo vabljeni na ogled! Pogoj lastnika za sklenitev posla: Kupec plača davek na promet nepremičnin v višini 2 % prodajne cene. Kupec ne plača agencijske provizije. "
"489.000,00",LJ. CENTER,"119,3",1757,Stanovanje, 4-sobno,Agencija Elite d.o.o. ,"Gre za duplex stanovanje, ki se nahaja v starem mestnem jedru, ob Ljubljanici. Stanovanje se nahaja v mansardi staromeščanske stavbe. Dvigala ni. Stanovanje se nahaja v dveh etažah. Sestavljeno je iz predprostora, kuhinje, velikega dnevnega prostora z jedilnico, sobe, balkona, kopalnice in ločenega WC-ja. Iz dnevnega prostora vodijo stopnice v drugo etažo, kjer sta dve večji spalnici na mirni strani stavbe. Stanovanje ponuja čudovit razgled na Grad in na Ljubljanico saj se stanovanje nahaja na bregu reke.   Stanovanje se nahaja na odlični lokaciji, poleg reke Ljubljanice. Lokacija je odlična saj je vse na dosegu roke. Prodajalec kot pogoj za sklenitev kupoprodajne pogodbe izpostavlja, da mora kupec prodajalcu povrniti del stroškov prodaje nepremičnine v višini 2% pogodbene cene + DDV"
"600.000,00",LJ. CENTER,120,1933,Stanovanje, 3-sobno,Rocco nepremičnine d.o.o. ,"Stanovanja v Dukičevih blokih v Ljubljani, zgrajenih v tridesetih letih prejšnjega stoletja, imajo visok ugled. K njihovemu elitizmu prispevata odlična lokacija in prepoznavna, kakovost­na arhitektura, premišljeno umeščena v prostor. Bloke je zasnoval arhitekt Jože Sivec v duhu zgodnjega funkcionalizma. Ime so bloki dobili po gradbincu, ki je bloke zidal, Leu Dukiću. Stanovanje se nahaja na zelo zaželjeni in prijetni lokaciji v središču Ljubljane, ob Argentinskem parku. V bližini se nahaja park Tivoli, vsa potrebna infrastruktura in kulturne ustanove, ki jih nudi center prestolnice. Stanovanje se razteza na 120m2 neto površine in obsega: prostoren hodnik, kakovostno opremljeno dnevno sobo, kuhinjo zjedilnim delom, spalnico, dodatno sobo ter kopalnico. Stanovanju pripada tudi klet (2,90 m2). Zaradi odlične lege je v prostorih vedno veliko dnevne svetlobe. V stanovanju je moč opaziti tradicionalni in sodobni slog. Preproste linije in moderni kosi na eni strani ter rustikalnost na drugi ustvarjata popolno ravnovesje. Ogrevanje stavbe z dvigalom je urejeno na toplovod. To izjemno stanovanje bo popolno za vse, ki si želite živeti v urbanem središču, v bližini kulturnih ustanov in parka Tivoli. Vljudno vabljeni na ogled!"
"519.000,00",LJ. CENTER,"120,5",1957,Stanovanje, 3,LJUBLJANA NEPREMIČNINE d.o.o. ,"Na odlični lokaciji, v centru Ljubljane, v ugledni  in urejeni stavbi z dvigalom, prodamo lepo, svetlo, komfortno stanovanje z balkonom in teraso. Stanovanje sestoji iz prostornega kuhinjsko-bivalnega dela, ki ima izhod na balkon, obrnjen na zahod, dveh velikih spalnic, kopalnice z ločenim wc-jem in savno. Stanovanje je bilo leta 2018 v celoti prenovljeno- nove vse inštalacije, elektrika, voda, odtoki, centralna, ima protivlomna vrata, nove stene, nova talna keramika (talno gretje kuhinja, wc, kopalnica), ohranjen in obdelan prvotni parket, nova okna, rolete, električne krpanke na balkonu, nova kuhinja, globoke omare po meri, nova keramika na balkonih, savna ter prenovljena klet.  Stanovanje je izredno sončno in svetlo, lega V-Z, pogled na grad, na voljo je najemno parkirno mesto v garaži pod objektom. Vsa infrastruktura, ki jo nudi središče glavnega mesta je v neposredni bližini. Vredno ogleda in nakupa!  VABLJENI  Pogoj prodajalca za sklenitev posla: Kupec plača davek na promet nepremičnin v višini 2 % prodajne cene. "
"385.000,00",LJ. CENTER,"120,6",1990,Stanovanje, 4-sobno,"SiPD, nepremičnine in razvoj, d.o.o. ","Stanovanje se nahaja v ožjem centru mesta v bližini Prešernovega trga, hkrati pa v neposredni bližini grajskega hriba. Stanovanje, ki je bilo zgrajeno l. 1990, ima predsobo, kuhinjo, dnevno sobo in z izhodom na veliko teraso (14,6 m2), kopalnico, dve spalnici. V mansardi se nahaja soba in velik hodnik, ki je lahko delovni ali družabni prostor ali velika otroška soba. Stanovanje je izredno zračno in svetlo, saj je z vseh štirih strani obdano z okni. V atriju hiše se nahaja skupna pokrita kolesarnica. V uporabi je za simbolično letno najemnino vrt ob hiši.  Stanovanje se prodaja z vso vgrajeno opremo (vgradne omare, kuhinja), preostala oprema pa se lahko odkupi po dogovoru. Parkiranje je omogočeno z mestno letno parkirno dovolilnico.  PRENOVA •L. 1990: menjava strešne konstrukcije, fasade, nova vezana armiranobetonska konstrukcija, nov kolenčni zid, novo stopnišče od vhodne veže do vrha, nove inštalacijske vode (voda, elektrika, plin, kanalizacija, kaTV, domofon)  •L. 1990: klasična lesena okna, kvalitetna strešna okna s senčili •L. 1990: keramične ploščice v kuhinji, v preostalih prostorih lamelni hrastov parket   PRIKLJUČKI •Telefon in kaTV •Ogrevanje: centralno na plin, dodatni talni električni sistem Stanovanje je vpisano v ZK, brez bremen, takoj vseljivo. Pogoj lastnika: kupec plača davek na promet nepremičnin v višini 2% prodajne cene."
"445.000,00",LJ. CENTER,"121,96",1931,Stanovanje, 3-sobno,Zasebna ponudba,"V prvem ljubljanskem modernističnem bloku je samo 16 stanovanj, ki so redko naprodaj. Izkoristite edinstveno priložnost.  Stanovanje je bilo prenovljeno 2018, opremljeno je z novo Bulthaup B3 kuhinjo in z zelo kvalitetno belo tehniko."
"360.000,00",LJ. CENTER,123,1550,Stanovanje, 3-sobno,RCN d.o.o. ,"Funkcionalno 3 sobno stanovanje s kabinetom se nahaja v samem mestnem jedru Ljubljane na Mestnem trgu in obsega skupno 123m2, ki predstavljajo bivalno stanovanjsko površino, balkon ter teraso.   Nahaja se v 2. nadstropju večstanovanjskega objekta z le nekaj stanovanji (4 enote) in je bilo v 90 letih že popolnoma prenovljeno. Dostop do stanovanja je neposredno z ulice na notranji atrij in preko skupnega stopnišča do vhoda v stanovanje. Stanovanje je zelo razgibano in delno v duplex izvedbi.  Poudarek v stanovanju predstavlja prostoren bivalen del, ki ima visoke stropove, vgarjeni finalni materiali pa so prijetna mešanica naravnega kamna in lesa.   Zaokrožene lesene stopnice vodijo v zgornje prostore, kjer se nahaja še otroška soba ter splanica. Kopalnica je velika in prostorna in se nahaja v spodnji etaži. Poleg kopalnice se nahaja še dnevna toaleta. Spodnjo etažo zaključuje ločena kuhinja s shrambo in jedilnica, ki se preko še enega stopnišča konča v delovni sobi iz katere se dostopa še na teraso. Stanovanje vsebuje tako balkon kot teraso, kar je za stanovanja v centru Ljublajne že prava redkost. Za potrebe parkiranja si kot lastnik stanovanja lahko pridobite dovolilnico ali najamete garažo na kongresnem trgu za vsega 60€ na mesec. Stanovanje se prodaja delno opremljeno. Glede lokacija ni treba posebej poudarjati, da se nahaja v elitnem delu starega mestnega jedra na Mestnem trgu.   Vpisano v zemljiško knjigo. Vseljivo v 2 do 3 mesecih. Zelo primerno za oddajo preko Airbnb.    Tehnične lastnosti in specifikacije:   zgodovinska stavba iz leta 1550; 	stanovanje obnovljeno v celoti v 90 letih; 	skupna površina cca 123m2 od tega dva balkon in terasa skupaj cca 16,9m2; 	ogrevanje stanovanje je indvidualno preko plinske etažne peči z lastnim števcem,  	stanovanje ima vgrajen kamnik (kuhinja in jedilnica ) 	stavba je redno zvdrževana in obnovljena (streha, fasada prebeljena) 	spomeniško varstvo je na objektu, 	vsa mestna infrastruktura (plin, elektrika, voda, internet).  "
"595.000,00",LJ. CENTER,"126,9",1500,Stanovanje, 4-sobno,"BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p. ","V Stari Ljubljani prodamo prostorno 4-sobno stanovanje v visoki mansardi staromeščanske hiše z dvigalom. Stanovanje je bilo pravkar prenovljeno, utrjene so bile tudi protipotresne vezi (statično sanirano). Leta 2017 sta bili prenovljeni fasada in streha. Stanovanju pripada terasa velikosti 11 m2 s pogledom na notranji atrij. Stanovanje je orientirani proti zahodu in vzhodu in je izjemno svetlo. Obsega stopnišče, veliko kuhinjo z jedilnico in izhodom na teraso, shrambo, dnevni prostor, dve sobi, kopalnico, utility, dodatni WC ter zakonsko spalnico z lastno kopalnico. Interier in zaključne sloje prostorov si bodoči lastnik uredi po svoje. Stanovanje omogoča prestižno in kvalitetno bivanje v središču mesta, stavba ima dvigalo, po celotnem stanovanju je talno gretje, predpriprava za klimo. Parkiranje je možno v parkirni hiši na Kongresnem trgu ali na javnih parkiriščih z dovolilnico. OGLASU JE PRIOŽENA VIZUALIZACIJA POTENCIALNE UREDITVE NOTRANJIH PROSTOROV. POGOJ PRODAJE: Naročitelj storitve, v primeru realizacije prodaje/nakupa nepremičnine, plača agencijsko provizijo v višini 2 % od pogodbeno dogovorjene prodajne vrednosti nepremičnine + DDV. V primeru zanimanja nas kontaktirajte; agentka Tamara Gostiša, Tel: 00386-40-452-362, E-mail: tgostisa@bazarealestate.com. Lepo vabljeni k ogledu."
"650.000,00",LJ. CENTER,"127,4",2004,Stanovanje, 4-sobno,LJUBLJANA NEPREMIČNINE d.o.o. ,"V centru mesta, na Mestnem trgu, prodamo prekrasno, popolnoma opremljeno, luksuzno 4-sobno stanovanje. Zgrajeno l.1092, obnovljeno l.2004, 127,40 m2, mansarda. Ker je streha visoka, je možno tudi povečati stanovanje. Vhod iz Mestnega trga, varovano s kamerami, protivlomna vrata, dvigalo, parkiranje možno v garažni hiši na Kongresnem trgu (z dovolilnico okrog 60 EUR/mesec). Stanovanje je edino v mansardnem delu, pred vhodom vgrajene omare, tloris stanovanja obsega veliko spalnico z vgrajenimi omarami, masažnim stolom, veliko posteljo ter balkonom, še eno spalnico z posteljo, televizijo, omarami ter balkonom, popolnoma opremljen kabinet (optika, Telemach) z izhodom na balkon, veliko, izjemno lepo opremljeno dnevno sobo, z jedilnim delom (kamin) in izhodom na tri balkone (pogled na grad), prehodom v kuhinjo, z izhodom na balkon (del balkona zajema tudi vinska klet), 2 kopalnici (v eni tuš, v drugi kopalna kad, pomivalni in sušilni stroj) ter ponovno izhod na balkon. Balkonov je skupaj 10, so manjši in obrnjeni na vse strani.  Vabljeni na ogled.  Pogoj prodajalca za sklenitev posla: kupec je dolžan povrniti del stroška posredovanja pri prodaji v višini 2% pogodbene vrednosti + DDV.  "
,,,,,,,
,,,,,,,
,,,,,,,
"219.000,00",MALA LOKA,"82,1",2003,Stanovanje, 3-sobno,FIN nepremičninsko posredovanje Robert Fekonja s.p. ,"DODATNI OPIS Stanovanjsko bivalne površine 69,1 m2, balkona 13 m2 in 13,2 m2 lastniške garaže. Stanovanju pripradajo še tri lastniška parkirišča. Sama razporeditev prostorov obsega predsobo, kopalnico, spalnico, otroško sobo, kuhinjo z jedilnico in dnevno sobo z izhodom na balkon. Stanovanje se prodaja opremljeno s klimo in je dobro vzdrževano ter orientirano na JV. Internet – optika. Ogrevanje –CK na elektriko. V bližini se nahaja vsa infrastruktura šola, vrtec 2 km, 4 km posta, trgovina, avtobusna postaja, ŽP...). Odlična povezava do vseh delov mesta, 8 minut do BTC-ja, 12 minut do Rudnika (Supernova, Leclerc).Primerno tudi za ljubitelje sprehodov, narave in športnih aktivnosti, saj se v bližini nahaja sprehajalna pot ob Kamniški Bistrici.  Vpisano v ZK, brez bremen Vseljivo takoj. Uporabno dovoljenje je v postopku pridobivanja. Posredujemo pri prodaji!"
"cca 170.000,00",MEDVODE,61,1978,Stanovanje, 2-sobno,Zasebna ponudba,"Prodamo 2 sobno stanovanje  Vselitev mozna priblizno konec leta ali po dogovoru Urejen blok  Miren Blizu sola,vrtec,trgovina,mesni lpp,medkrajevni avtubus,vlak tako da povezava odlicna.Pa tudi veliko narave in sprehajalnih poti. Lp"
